InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
549589,21986,PACK OF 12 PINK POLKADOT TISSUES,48,2011-04-11 10:04:00,0.29,16552.0,United Kingdom,13.919999999999998
577919,23284,DOORMAT KEEP CALM AND COME IN,1,2011-11-22 11:58:00,8.25,17075.0,United Kingdom,8.25
538183,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,12,2010-12-10 10:21:00,1.25,16265.0,United Kingdom,15.0
549017,21982,PACK OF 12 SUKI TISSUES ,24,2011-04-05 15:20:00,0.29,15145.0,United Kingdom,6.959999999999999
542737,21984,PACK OF 12 PINK PAISLEY TISSUES ,4,2011-01-31 15:52:00,0.29,15058.0,United Kingdom,1.16
577049,23084,RABBIT NIGHT LIGHT,1,2011-11-17 13:58:00,2.08,17397.0,United Kingdom,2.08
567456,22207,FRYING PAN UNION FLAG,24,2011-09-20 12:16:00,3.75,16029.0,United Kingdom,90.0
553418,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-17 10:10:00,1.25,18257.0,United Kingdom,15.0
537131,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-12-05 12:26:00,3.75,15716.0,United Kingdom,11.25
569799,23162,REGENCY TEA STRAINER,4,2011-10-06 11:47:00,3.75,13602.0,United Kingdom,15.0
552108,22384,LUNCH BAG PINK POLKADOT,2,2011-05-06 11:36:00,1.65,17841.0,United Kingdom,3.3
570488,22090,PAPER BUNTING RETROSPOT,1,2011-10-10 17:12:00,5.79,14096.0,United Kingdom,5.79
545060,85200,BUNNY EGG BOX,2,2011-02-27 13:47:00,1.25,15547.0,United Kingdom,2.5
573418,21703,BAG 125g SWIRLY MARBLES,24,2011-10-31 09:35:00,0.42,15360.0,United Kingdom,10.08
553714,22384,LUNCH BAG PINK POLKADOT,1,2011-05-18 15:55:00,1.65,16987.0,United Kingdom,1.65
571433,23020,GLASS  SONGBIRD STORAGE JAR,2,2011-10-17 13:19:00,12.5,13015.0,United Kingdom,25.0
544591,22916,HERB MARKER THYME,12,2011-02-21 15:20:00,0.65,13044.0,United Kingdom,7.800000000000001
561507,23010,CIRCUS PARADE BABY GIFT SET,2,2011-07-27 14:21:00,16.95,12397.0,Belgium,33.9
563022,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-08-11 13:34:00,1.25,17248.0,United Kingdom,2.5
574170,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-11-03 11:43:00,3.75,16221.0,United Kingdom,7.5
571404,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-10-17 12:04:00,0.29,17520.0,United Kingdom,6.959999999999999
558567,22386,JUMBO BAG PINK POLKADOT,10,2011-06-30 14:37:00,2.08,14191.0,United Kingdom,20.8
547063,21733,RED HANGING HEART T-LIGHT HOLDER,4,2011-03-20 13:33:00,2.95,14769.0,United Kingdom,11.8
545220,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-03-01 08:30:00,4.95,14620.0,United Kingdom,14.85
566225,84725,FREESTYLE CANVAS ART PICTURE,3,2011-09-11 10:35:00,0.75,16899.0,United Kingdom,2.25
580140,22961,JAM MAKING SET PRINTED,12,2011-12-02 09:19:00,1.45,14895.0,United Kingdom,17.4
580906,23569,TRADTIONAL ALPHABET STAMP SET,24,2011-12-06 13:10:00,4.95,13104.0,United Kingdom,118.8
539610,22471,TV DINNER TRAY AIR HOSTESS ,1,2010-12-20 14:33:00,4.95,14606.0,United Kingdom,4.95
570677,21484,CHICK GREY HOT WATER BOTTLE,3,2011-10-11 15:10:00,4.25,12836.0,United Kingdom,12.75
543251,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-02-04 14:51:00,1.25,14194.0,United Kingdom,15.0
579196,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,2011-11-28 15:54:00,7.46,14096.0,United Kingdom,7.46
559011,23170,REGENCY TEA PLATE ROSES ,12,2011-07-05 12:50:00,1.65,17049.0,United Kingdom,19.8
553856,22348,TEA BAG PLATE RED RETROSPOT,1,2011-05-19 13:28:00,0.85,16813.0,United Kingdom,0.85
576070,22995,TRAVEL CARD WALLET SUKI,6,2011-11-13 15:58:00,0.42,13451.0,United Kingdom,2.52
580523,23210,WHITE ROCKING HORSE HAND PAINTED,6,2011-12-04 15:00:00,1.25,17827.0,United Kingdom,7.5
566408,21790,VINTAGE SNAP CARDS,3,2011-09-12 13:43:00,0.85,16984.0,United Kingdom,2.55
554839,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,2011-05-26 17:15:00,3.25,14056.0,United Kingdom,13.0
563076,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2011-08-11 16:12:00,0.42,14646.0,Netherlands,100.8
580287,23323,WHITE WICKER STAR ,1,2011-12-02 13:28:00,2.1,14594.0,United Kingdom,2.1
568311,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-09-26 12:53:00,1.55,17287.0,United Kingdom,6.2
554937,79321,CHILLI LIGHTS,6,2011-05-27 13:32:00,5.75,15402.0,United Kingdom,34.5
561711,23194,GYMKHANA TREASURE BOOK BOX,8,2011-07-29 11:45:00,2.25,13414.0,United Kingdom,18.0
575129,23313,VINTAGE CHRISTMAS BUNTING,8,2011-11-08 14:30:00,4.95,13110.0,United Kingdom,39.6
575607,22613,PACK OF 20 SPACEBOY NAPKINS,1,2011-11-10 12:37:00,1.63,14096.0,United Kingdom,1.63
576615,23456,MEDIUM PARLOUR PICTURE FRAME ,1,2011-11-15 16:42:00,4.15,17231.0,United Kingdom,4.15
542112,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-01-25 13:55:00,9.95,13168.0,United Kingdom,9.95
536984,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-12-03 14:35:00,0.42,17841.0,United Kingdom,0.42
537391,22627,MINT KITCHEN SCALES,2,2010-12-06 13:53:00,8.5,16550.0,United Kingdom,17.0
539463,22961,JAM MAKING SET PRINTED,6,2010-12-19 11:19:00,1.45,18077.0,United Kingdom,8.7
541843,22449,SILK PURSE BABUSHKA PINK,12,2011-01-23 12:08:00,3.35,13659.0,United Kingdom,40.2
571098,22621,TRADITIONAL KNITTING NANCY,1,2011-10-13 15:38:00,1.65,17841.0,United Kingdom,1.65
574559,48173C,DOORMAT BLACK FLOCK ,1,2011-11-04 15:50:00,8.25,14056.0,United Kingdom,8.25
574690,21619,4 VANILLA BOTANICAL CANDLES,12,2011-11-06 13:11:00,1.25,12638.0,Sweden,15.0
557631,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-21 15:01:00,1.65,18229.0,United Kingdom,16.5
565434,22037,ROBOT BIRTHDAY CARD,12,2011-09-04 13:35:00,0.42,12867.0,United Kingdom,5.04
567454,21156,RETROSPOT CHILDRENS APRON,8,2011-09-20 12:12:00,1.95,15839.0,United Kingdom,15.6
566860,21888,BINGO SET,8,2011-09-15 12:40:00,3.75,17002.0,United Kingdom,30.0
555931,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-06-08 08:31:00,2.1,17828.0,Malta,12.6
570696,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-10-12 09:08:00,2.55,15840.0,United Kingdom,15.3
551283,22804,CANDLEHOLDER PINK HANGING HEART,8,2011-04-27 14:01:00,2.95,16755.0,United Kingdom,23.6
581327,22991,GIRAFFE WOODEN RULER,12,2011-12-08 11:56:00,1.95,15187.0,United Kingdom,23.4
572512,23348,CHILDRENS TOY COOKING UTENSIL SET,40,2011-10-24 14:35:00,1.79,15806.0,United Kingdom,71.6
536798,82583,HOT BATHS METAL SIGN,12,2010-12-02 15:55:00,2.1,17838.0,United Kingdom,25.200000000000003
558416,22993,SET OF 4 PANTRY JELLY MOULDS,3,2011-06-29 10:50:00,1.25,16059.0,United Kingdom,3.75
537685,21688,SILVER PLATE CANDLE BOWL SMALL,6,2010-12-08 10:21:00,2.95,18077.0,United Kingdom,17.700000000000003
574573,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2011-11-04 16:35:00,0.83,14592.0,United Kingdom,0.83
575366,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-11-09 15:02:00,1.25,14621.0,United Kingdom,15.0
565472,22667,RECIPE BOX RETROSPOT ,3,2011-09-05 10:15:00,2.95,16255.0,United Kingdom,8.850000000000001
571665,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-10-18 12:59:00,1.45,12540.0,Spain,17.4
538156,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-12-09 16:53:00,8.5,15555.0,United Kingdom,25.5
541530,21915,RED  HARMONICA IN BOX ,12,2011-01-19 10:56:00,1.25,14769.0,United Kingdom,15.0
571669,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-10-18 13:11:00,3.75,17758.0,United Kingdom,15.0
577302,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,2011-11-18 12:57:00,1.25,17904.0,United Kingdom,1.25
553014,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-05-12 18:49:00,0.83,13451.0,United Kingdom,9.96
569736,23157,SET OF 6 NATIVITY MAGNETS ,12,2011-10-06 10:44:00,2.08,14317.0,United Kingdom,24.96
552835,21982,PACK OF 12 SUKI TISSUES ,24,2011-05-11 14:17:00,0.29,17664.0,United Kingdom,6.959999999999999
574314,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-03 17:48:00,4.95,13500.0,United Kingdom,14.85
577869,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2011-11-22 11:34:00,6.95,13268.0,United Kingdom,27.8
580160,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-12-02 10:47:00,1.95,12700.0,France,11.7
553468,22174,PHOTO CUBE,48,2011-05-17 11:14:00,1.25,16029.0,United Kingdom,60.0
578262,23507,MINI PLAYING CARDS BUFFALO BILL ,1,2011-11-23 13:27:00,0.42,18283.0,United Kingdom,0.42
561645,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,2011-07-28 15:16:00,2.55,14911.0,EIRE,306.0
558995,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-07-05 12:03:00,3.75,17671.0,United Kingdom,15.0
545415,20717,STRAWBERRY SHOPPER BAG,10,2011-03-02 13:03:00,1.25,15641.0,United Kingdom,12.5
568193,22113,GREY HEART HOT WATER BOTTLE,3,2011-09-25 14:37:00,4.25,17107.0,United Kingdom,12.75
554494,23103,JINGLE BELL HEART DECORATION,9,2011-05-24 14:00:00,1.65,16327.0,United Kingdom,14.85
557292,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-06-19 13:06:00,0.85,17562.0,United Kingdom,8.5
562258,22421,LIPSTICK PEN FUSCHIA,4,2011-08-03 15:28:00,0.42,16348.0,United Kingdom,1.68
570672,22994,TRAVEL CARD WALLET RETROSPOT,24,2011-10-11 14:52:00,0.42,12536.0,France,10.08
568191,22078,RIBBON REEL LACE DESIGN ,5,2011-09-25 14:37:00,2.1,16655.0,United Kingdom,10.5
572653,85049G,CHOCOLATE BOX RIBBONS ,2,2011-10-25 12:12:00,1.25,15861.0,United Kingdom,2.5
580033,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2011-12-01 12:18:00,2.08,14282.0,United Kingdom,41.6
574476,21982,PACK OF 12 SUKI TISSUES ,12,2011-11-04 12:20:00,0.39,17203.0,United Kingdom,4.68
563656,22654,DELUXE SEWING KIT ,3,2011-08-18 10:48:00,5.95,15615.0,United Kingdom,17.85
538626,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2010-12-13 12:57:00,4.95,17338.0,United Kingdom,29.700000000000003
578998,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-11-27 16:05:00,1.65,15436.0,United Kingdom,3.3
547240,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-03-21 16:32:00,1.25,17585.0,United Kingdom,7.5
556488,23322,LARGE WHITE HEART OF WICKER,4,2011-06-12 13:52:00,2.95,16018.0,United Kingdom,11.8
541043,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-13 12:10:00,125.0,15510.0,United Kingdom,250.0
579440,23580,SNACK TRAY HAPPY FOREST  ,8,2011-11-29 13:32:00,1.95,14388.0,United Kingdom,15.6
545687,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-03-06 12:20:00,1.65,17769.0,United Kingdom,3.3
579792,22635,CHILDS BREAKFAST SET DOLLY GIRL ,6,2011-11-30 15:43:00,9.95,12714.0,France,59.7
551810,22518,CHILDS GARDEN BRUSH BLUE,1,2011-05-04 11:32:00,2.1,15719.0,United Kingdom,2.1
577725,22470,HEART OF WICKER LARGE,6,2011-11-21 12:38:00,2.95,14607.0,United Kingdom,17.700000000000003
559653,23207,LUNCH BAG ALPHABET DESIGN,1,2011-07-11 12:49:00,1.65,14552.0,United Kingdom,1.65
570252,23207,LUNCH BAG ALPHABET DESIGN,10,2011-10-10 09:14:00,1.65,14665.0,United Kingdom,16.5
573841,22109,FULL ENGLISH BREAKFAST PLATE,1,2011-11-01 11:39:00,3.75,14995.0,United Kingdom,3.75
556198,23206,LUNCH BAG APPLE DESIGN,2,2011-06-09 12:30:00,1.65,14963.0,United Kingdom,3.3
560024,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-07-14 13:00:00,0.85,15005.0,United Kingdom,8.5
581412,23498,CLASSIC BICYCLE CLIPS ,1,2011-12-08 14:38:00,1.45,14415.0,United Kingdom,1.45
554498,21240,BLUE POLKADOT CUP,16,2011-05-24 14:39:00,0.85,15314.0,United Kingdom,13.6
580677,22972,CHILDREN'S SPACEBOY MUG,1,2011-12-05 14:40:00,1.65,16200.0,United Kingdom,1.65
553054,23009,I LOVE LONDON BABY GIFT SET,1,2011-05-13 10:22:00,16.95,17886.0,United Kingdom,16.95
568531,79321,CHILLI LIGHTS,2,2011-09-27 13:49:00,5.75,16713.0,United Kingdom,11.5
564716,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-28 11:02:00,4.95,14810.0,United Kingdom,19.8
538591,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2010-12-13 11:44:00,2.95,14741.0,United Kingdom,17.700000000000003
571244,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-10-14 15:46:00,4.95,17180.0,United Kingdom,4.95
544565,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,2011-02-21 12:53:00,0.85,18055.0,United Kingdom,10.2
569401,21889,WOODEN BOX OF DOMINOES,12,2011-10-04 08:56:00,1.25,15111.0,United Kingdom,15.0
540411,47504H,ENGLISH ROSE SPIRIT LEVEL ,24,2011-01-07 10:24:00,0.85,16551.0,United Kingdom,20.4
537055,21754,HOME BUILDING BLOCK WORD,6,2010-12-05 11:45:00,5.95,16814.0,United Kingdom,35.7
550993,22386,JUMBO BAG PINK POLKADOT,10,2011-04-21 19:51:00,2.08,15810.0,United Kingdom,20.8
550015,21936,RED RETROSPOT PICNIC BAG,5,2011-04-14 10:54:00,2.95,17735.0,United Kingdom,14.75
538184,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-10 10:21:00,2.95,17880.0,United Kingdom,17.700000000000003
554348,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-05-24 08:49:00,8.25,13523.0,United Kingdom,16.5
572751,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-10-25 17:21:00,1.95,17449.0,United Kingdom,11.7
547708,22478,BIRDHOUSE GARDEN MARKER ,360,2011-03-24 18:34:00,1.48,17450.0,United Kingdom,532.8
578117,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-11-23 10:01:00,2.95,14334.0,United Kingdom,17.700000000000003
560711,23245,SET OF 3 REGENCY CAKE TINS,1,2011-07-20 12:58:00,4.95,17841.0,United Kingdom,4.95
569653,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-05 12:52:00,2.08,12451.0,Switzerland,20.8
569835,22988,SOLDIERS EGG CUP ,12,2011-10-06 13:05:00,1.25,15518.0,United Kingdom,15.0
579099,21689,SILVER VANILLA  FLOWER CANDLE POT,3,2011-11-28 11:26:00,3.75,15714.0,United Kingdom,11.25
572475,20727,LUNCH BAG  BLACK SKULL.,1,2011-10-24 13:37:00,1.65,15271.0,United Kingdom,1.65
547243,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,2011-03-21 16:59:00,3.25,17231.0,United Kingdom,6.5
573512,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-10-31 12:30:00,0.29,17951.0,United Kingdom,6.959999999999999
570246,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,3,2011-10-09 16:22:00,0.79,16921.0,United Kingdom,2.37
545028,20932,PINK POT PLANT CANDLE,4,2011-02-25 15:21:00,3.75,13973.0,United Kingdom,15.0
561689,22620,4 TRADITIONAL SPINNING TOPS,12,2011-07-29 09:01:00,1.45,15942.0,United Kingdom,17.4
554098,23255,CHILDRENS CUTLERY CIRCUS PARADE,1,2011-05-22 13:01:00,4.15,14769.0,United Kingdom,4.15
545080,85129D,BEADED CRYSTAL HEART PINK SMALL,12,2011-02-28 10:33:00,1.25,13004.0,United Kingdom,15.0
554157,23207,LUNCH BAG ALPHABET DESIGN,1,2011-05-23 11:33:00,1.65,18283.0,United Kingdom,1.65
577794,23461,SWEETHEART BIRD HOUSE,3,2011-11-21 16:48:00,4.15,14030.0,United Kingdom,12.45
540178,21238,RED RETROSPOT CUP,8,2011-01-05 12:42:00,0.85,12681.0,France,6.8
573183,22900,SET 2 TEA TOWELS I LOVE LONDON ,18,2011-10-28 11:33:00,3.25,15028.0,United Kingdom,58.5
563073,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,12,2011-08-11 15:56:00,1.25,18235.0,United Kingdom,15.0
578997,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2011-11-27 16:02:00,9.95,18001.0,United Kingdom,19.9
562780,23343,JUMBO BAG VINTAGE CHRISTMAS ,6,2011-08-09 13:03:00,2.08,14901.0,United Kingdom,12.48
545084,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-02-28 10:55:00,1.65,12458.0,Switzerland,19.8
576189,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-11-14 11:33:00,1.25,14684.0,United Kingdom,2.5
555640,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-06-06 13:06:00,7.95,14475.0,United Kingdom,15.9
579196,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2011-11-28 15:54:00,1.63,14096.0,United Kingdom,1.63
577791,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-11-21 16:36:00,0.42,17100.0,United Kingdom,10.08
570442,20727,LUNCH BAG  BLACK SKULL.,3,2011-10-10 14:37:00,1.65,16549.0,United Kingdom,4.949999999999999
541669,22314,OFFICE MUG WARMER CHOC+BLUE,2,2011-01-20 12:29:00,2.95,17315.0,United Kingdom,5.9
566557,23310,BUBBLEGUM RING ASSORTED,180,2011-09-13 11:47:00,0.36,14646.0,Netherlands,64.8
549980,21563,RED HEART SHAPE LOVE BUCKET ,2,2011-04-13 15:36:00,2.95,14062.0,United Kingdom,5.9
548708,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,2011-04-03 12:41:00,4.95,13269.0,United Kingdom,9.9
565734,23396,LA JARDIN BOTANIQUE CUSHION COVER,3,2011-09-06 12:15:00,3.75,17191.0,United Kingdom,11.25
574915,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-07 16:17:00,2.08,16779.0,United Kingdom,20.8
537764,22227,HANGING HEART MIRROR DECORATION ,1,2010-12-08 12:06:00,0.65,16893.0,United Kingdom,0.65
575682,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-10 15:37:00,2.95,12826.0,United Kingdom,17.700000000000003
567470,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-09-20 12:39:00,1.95,16624.0,United Kingdom,46.8
566860,21889,WOODEN BOX OF DOMINOES,12,2011-09-15 12:40:00,1.25,17002.0,United Kingdom,15.0
560996,21380,WOODEN HAPPY BIRTHDAY GARLAND,3,2011-07-22 13:53:00,2.95,17625.0,United Kingdom,8.850000000000001
555353,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-06-02 13:22:00,9.95,16928.0,United Kingdom,9.95
566308,22423,REGENCY CAKESTAND 3 TIER,2,2011-09-12 09:38:00,12.75,15865.0,United Kingdom,25.5
578992,23313,VINTAGE CHRISTMAS BUNTING,3,2011-11-27 15:38:00,4.95,13610.0,United Kingdom,14.85
537140,21982,PACK OF 12 SUKI TISSUES ,3,2010-12-05 12:53:00,0.29,12748.0,United Kingdom,0.8699999999999999
569556,23356,LOVE HOT WATER BOTTLE,3,2011-10-05 08:50:00,5.95,14936.0,Channel Islands,17.85
562370,23345, DOLLY GIRL BEAKER,12,2011-08-04 14:20:00,1.25,12626.0,Germany,15.0
541405,POST,POSTAGE,5,2011-01-17 15:17:00,18.0,12683.0,France,90.0
546182,35912B,WHITE/PINK CHICK DECORATION,12,2011-03-10 10:53:00,1.25,14334.0,United Kingdom,15.0
565664,21094,SET/6 RED SPOTTY PAPER PLATES,8,2011-09-05 17:36:00,0.85,13211.0,United Kingdom,6.8
539316,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1,2010-12-16 18:38:00,2.55,17848.0,United Kingdom,2.55
571312,22211,WOOD STAMP SET FLOWERS,12,2011-10-17 10:42:00,0.83,12474.0,Germany,9.96
570701,85152,HAND OVER THE CHOCOLATE   SIGN ,48,2011-10-12 09:35:00,1.85,16652.0,United Kingdom,88.80000000000001
574675,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-11-06 12:31:00,2.08,17289.0,United Kingdom,2.08
578146,23085,ANTIQUE SILVER BAUBLE LAMP  ,2,2011-11-23 11:07:00,10.4,13742.0,United Kingdom,20.8
577258,23290,SPACEBOY CHILDRENS BOWL,1,2011-11-18 12:27:00,1.25,16764.0,United Kingdom,1.25
577490,22651,GENTLEMAN SHIRT REPAIR KIT ,3,2011-11-20 12:11:00,0.85,16464.0,United Kingdom,2.55
545045,21754,HOME BUILDING BLOCK WORD,3,2011-02-27 11:40:00,5.95,15708.0,United Kingdom,17.85
569739,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,2011-10-06 10:48:00,1.45,14911.0,EIRE,17.4
569124,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-30 13:15:00,0.42,15172.0,United Kingdom,5.04
560700,23302,KNEELING MAT HOUSEWORK  DESIGN,1,2011-07-20 12:38:00,1.65,17229.0,United Kingdom,1.65
568712,23228,FILIGREE HEART BIRD WHITE ,2,2011-09-28 15:50:00,1.25,17841.0,United Kingdom,2.5
565439,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-09-04 13:56:00,1.25,14852.0,United Kingdom,30.0
578757,23198,PANTRY MAGNETIC  SHOPPING LIST,5,2011-11-25 11:41:00,1.45,12748.0,United Kingdom,7.25
574081,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-11-02 16:37:00,4.15,15804.0,United Kingdom,16.6
569640,22077,6 RIBBONS RUSTIC CHARM,48,2011-10-05 12:25:00,1.95,12471.0,Germany,93.6
574735,23472, NINE DRAWER OFFICE TIDY,2,2011-11-06 15:41:00,14.95,13155.0,United Kingdom,29.9
566291,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-09-11 15:31:00,7.95,12965.0,United Kingdom,31.8
550251,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-15 11:44:00,1.25,14323.0,United Kingdom,30.0
537202,21688,SILVER PLATE CANDLE BOWL SMALL,6,2010-12-05 14:25:00,2.95,14506.0,United Kingdom,17.700000000000003
569766,22962,JAM JAR WITH PINK LID,12,2011-10-06 11:24:00,0.85,14849.0,United Kingdom,10.2
567865,23508,MINI PLAYING CARDS DOLLY GIRL ,20,2011-09-22 14:11:00,0.42,17311.0,United Kingdom,8.4
544694,20728,LUNCH BAG CARS BLUE,10,2011-02-23 09:30:00,1.65,17706.0,United Kingdom,16.5
559554,21094,SET/6 RED SPOTTY PAPER PLATES,96,2011-07-11 10:12:00,0.64,14258.0,United Kingdom,61.44
559062,21088,SET/6 FRUIT SALAD PAPER CUPS,24,2011-07-06 10:09:00,0.19,13253.0,United Kingdom,4.5600000000000005
543464,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-02-08 14:15:00,0.65,16779.0,United Kingdom,7.800000000000001
565618,84926D,LA PALMIERA TILE COASTER,24,2011-09-05 15:40:00,0.29,15974.0,United Kingdom,6.959999999999999
576228,23570,TRADITIONAL PICK UP STICKS GAME ,1,2011-11-14 13:12:00,1.25,15033.0,United Kingdom,1.25
546182,48187,DOORMAT NEW ENGLAND,2,2011-03-10 10:53:00,7.95,14334.0,United Kingdom,15.9
569803,20838,FRENCH LATTICE CUSHION COVER ,12,2011-10-06 11:48:00,0.85,13090.0,United Kingdom,10.2
572283,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,4,2011-10-23 11:42:00,0.29,15000.0,United Kingdom,1.16
577893,23184,BULL DOG BOTTLE OPENER,2,2011-11-22 11:47:00,4.95,17073.0,United Kingdom,9.9
539395,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2010-12-17 11:52:00,4.95,12471.0,Germany,39.6
573581,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2011-10-31 14:22:00,1.95,14911.0,EIRE,11.7
552059,37467,PIG MUG IN TWO COLOUR DESIGNS,12,2011-05-06 10:37:00,0.39,17470.0,United Kingdom,4.68
557153,21877,HOME SWEET HOME MUG,2,2011-06-17 11:07:00,1.25,13735.0,United Kingdom,2.5
566673,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-09-14 11:39:00,2.1,17728.0,United Kingdom,25.200000000000003
578472,84792,ENCHANTED BIRD COATHANGER 5 HOOK,8,2011-11-24 12:40:00,4.65,12476.0,Germany,37.2
546862,21812,GARLAND WITH HEARTS AND BELLS,6,2011-03-17 15:34:00,4.95,16216.0,United Kingdom,29.700000000000003
542397,22556,PLASTERS IN TIN CIRCUS PARADE ,48,2011-01-27 15:22:00,1.65,13328.0,United Kingdom,79.19999999999999
579196,22115,METAL SIGN EMPIRE TEA,2,2011-11-28 15:54:00,5.79,14096.0,United Kingdom,11.58
580305,23581,JUMBO BAG PAISLEY PARK,1,2011-12-02 14:26:00,2.08,12970.0,United Kingdom,2.08
579458,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2011-11-29 14:38:00,1.65,16549.0,United Kingdom,1.65
577535,23407,SET OF 2 TRAYS HOME SWEET HOME,1,2011-11-20 14:07:00,9.95,14071.0,United Kingdom,9.95
550144,23184,BULL DOG BOTTLE OPENER,1,2011-04-14 14:14:00,4.95,16520.0,United Kingdom,4.95
562031,90123C,GREEN HEART OF GLASS BRACELET,3,2011-08-01 17:37:00,5.95,16984.0,United Kingdom,17.85
555368,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-06-02 14:30:00,14.95,13437.0,United Kingdom,14.95
580982,20668,DISCO BALL CHRISTMAS DECORATION,72,2011-12-06 16:21:00,0.12,17861.0,United Kingdom,8.64
543590,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-02-10 11:44:00,2.55,17377.0,United Kingdom,5.1
555865,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-06-07 14:30:00,1.95,14530.0,United Kingdom,7.8
557406,21930,JUMBO STORAGE BAG SKULLS,5,2011-06-20 11:30:00,2.08,15747.0,United Kingdom,10.4
558540,22437,SET OF 9 BLACK SKULL BALLOONS,20,2011-06-30 12:15:00,0.85,17706.0,United Kingdom,17.0
580173,22423,REGENCY CAKESTAND 3 TIER,2,2011-12-02 11:43:00,12.75,18282.0,United Kingdom,25.5
